2 0.5 -0.9
2.1 0.951 -0.4
2.2 1.3038 0.1
2.3 1.5586 0.6001
2.4 1.7152 1.1001
2.5 1.7738 1.6001
2.6 1.7342 2.1001
2.7 1.5965 2.6001
2.8 1.3607 3.1001
2.9 1.0268 3.6002
3 0.5948 4.1002
3.1 0.50022 4.6002
3.1981 0.8412 5.0906
3.2981 1.1198 5.5906
3.3981 1.3003 6.0906
3.4981 1.3827 6.5906
3.5981 1.367 7.0906
3.6981 1.2532 7.5907
3.7981 1.0412 8.0907
3.8981 0.7312 8.5907

