1.0049671415301122 2.998617356988288 5.006476885381007
1.0678618775114486 3.050290045200135 5.050290209377876
1.1210552860498106 3.1129375051862658 5.100568414035387
1.163320337277965 3.1532605599139805 5.153237439306403
1.212945938505134 3.1913935133428954 5.193277137464343
1.2575350194444324 3.2530295835334977 5.266300368062796
1.3067092329289984 3.3016664366708577 5.330445961373426
1.3661632896267135 3.369096334678458 5.3541735707694444
1.4156088043336956 3.422161857476046 5.409542695804724
1.4774411907097724 3.467677823627128 5.470767273028383
1.52029872335139 3.5448385713187736 5.5261808172263045
1.5683702591314936 3.5871728175420845 5.566738931921343
1.6336675833184686 3.6119822461296236 5.618297086879437
1.6861791386744807 3.6915951921157433 5.685924209127689
1.7356856224392756 3.733831068307265 5.722056885359483
1.7822752421265793 3.7848672965009285 5.800044906472715
1.8455414460535793 3.8244748616042674 5.845346102851843
1.8908860193011 3.8879676221022033 5.900853604993672
1.9576784162775909 3.9566812222437933 5.938976245820405
1.9969078762414878 4.003312634314035 6.009755451271223
